image_path,label_path
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_023.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_023.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_024.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_024.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_025.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_025.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_026.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_026.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_027.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_027.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_028.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_028.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_029.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_029.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_030.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_030.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_031.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_031.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_032.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_032.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_033.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_033.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_034.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_034.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_035.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_035.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_036.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_036.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_037.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_037.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_038.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_038.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_039.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_039.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_040.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_040.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_041.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_041.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_042.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_042.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_043.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_043.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_044.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_044.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_045.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_045.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_046.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_046.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_047.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_047.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_048.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_048.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_049.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_049.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_050.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_050.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_051.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_051.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_052.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_052.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_053.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_053.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_054.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_054.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_055.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_055.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_056.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_056.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_057.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_057.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_058.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_058.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_059.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_059.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_060.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_060.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_061.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_061.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_062.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_062.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_063.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_063.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_064.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_064.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_065.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_065.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_066.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_066.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_067.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_067.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_068.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_068.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_069.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_069.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_070.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_070.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_071.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_071.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_072.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_072.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_073.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_073.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_074.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_074.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_075.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_075.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_076.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_076.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_077.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_077.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_078.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_078.npy
/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/images/train_079.npy,/Users/siva/Desktop/KneeSeg2Fit/data/../data/synth_seg/labels/train_079.npy
